name,slug,url,logo_url,location,countries,categories,tags,services,rating,review_count,pricing
WhiteWater Web,whitewater-web,https://www.shopify.com/partners/directory/partner/whitewater-web,https://partners.shopify.com/rails/active_storage/representations/redirect/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVGkCAO5JIghwdXIGOwBUSSIMYmxvYl9pZAY7AEY=--0e408463ec34a7119673c68395b4ec4cb99e20c4/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVHsIOgtmb3JtYXRJIghqcGcGOwBUOhRyZXNpemVfdG9fbGltaXRbB2kByDA6CnNhdmVyewY6DHF1YWxpdHlpV0kiCHB1cgY7AFRJIg52YXJpYXRpb24GOwBG--bf01684cbc0bbed1c9bee3124edcaf7da9ac3270/partner-logo.jpg,,,Custom apps and integrations,,,4.9,,Starting from $500
Gilco Digital,gilco-digital,https://www.shopify.com/partners/directory/partner/gilco-digital,https://partners.shopify.com/rails/active_storage/representations/redirect/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVGkDGQsBSSIIcHVyBjsAVEkiDGJsb2JfaWQGOwBG--56aed194a78820f0a5c05e6a8041f0b271848252/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVHsIOgtmb3JtYXRJIghqcGcGOwBUOhRyZXNpemVfdG9fbGltaXRbB2kByDA6CnNhdmVyewY6DHF1YWxpdHlpV0kiCHB1cgY7AFRJIg52YXJpYXRpb24GOwBG--bf01684cbc0bbed1c9bee3124edcaf7da9ac3270/avatar_medium%20(1).jpg,,,Custom apps and integrations,,,4.9,,Starting from $500
BentoSMB Inc.,bentosmb,https://www.shopify.com/partners/directory/partner/bentosmb,https://partners.shopify.com/rails/active_storage/representations/redirect/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVGkCW+RJIghwdXIGOwBUSSIMYmxvYl9pZAY7AEY=--f9440e50b19d7d28d8db75006cf3eca2a421b126/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVHsIOgtmb3JtYXRJIghqcGcGOwBUOhRyZXNpemVfdG9fbGltaXRbB2kByDA6CnNhdmVyewY6DHF1YWxpdHlpV0kiCHB1cgY7AFRJIg52YXJpYXRpb24GOwBG--bf01684cbc0bbed1c9bee3124edcaf7da9ac3270/Artboard%201@2x-100.jpg,,,Custom apps and integrations,,,4.9,,Starting from $999
Adam Shrum,adam-shrum,https://www.shopify.com/partners/directory/partner/adam-shrum,https://partners.shopify.com/rails/active_storage/representations/redirect/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVGkDLMoYSSIIcHVyBjsAVEkiDGJsb2JfaWQGOwBG--bd3b02659717ef4985c2ec2eb24cf02599e91c37/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVHsIOgtmb3JtYXRJIghqcGcGOwBUOhRyZXNpemVfdG9fbGltaXRbB2kByDA6CnNhdmVyewY6DHF1YWxpdHlpV0kiCHB1cgY7AFRJIg52YXJpYXRpb24GOwBG--bf01684cbc0bbed1c9bee3124edcaf7da9ac3270/adam-shrum-linkedin.jpg,,,Custom apps and integrations,,,5.0,,Contact for pricing
ZAGO Sweden,zagosweden,https://www.shopify.com/partners/directory/partner/zagosweden,https://partners.shopify.com/rails/active_storage/representations/redirect/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVGkDyW8OSSIIcHVyBjsAVEkiDGJsb2JfaWQGOwBG--878593f5e96253c3fa0416d0adf127da8dfae77f/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVHsIOgtmb3JtYXRJIghqcGcGOwBUOhRyZXNpemVfdG9fbGltaXRbB2kByDA6CnNhdmVyewY6DHF1YWxpdHlpV0kiCHB1cgY7AFRJIg52YXJpYXRpb24GOwBG--bf01684cbc0bbed1c9bee3124edcaf7da9ac3270/logotyp.jpg,,,Custom apps and integrations,,,4.9,,Contact for pricing
Clicko Digital,shopipoint,https://www.shopify.com/partners/directory/partner/shopipoint,https://partners.shopify.com/rails/active_storage/representations/redirect/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVGkDYakZSSIIcHVyBjsAVEkiDGJsb2JfaWQGOwBG--5e85ad6dcbf24edb509a291f6b837f383938b13f/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVHsIOgtmb3JtYXRJIghqcGcGOwBUOhRyZXNpemVfdG9fbGltaXRbB2kByDA6CnNhdmVyewY6DHF1YWxpdHlpV0kiCHB1cgY7AFRJIg52YXJpYXRpb24GOwBG--bf01684cbc0bbed1c9bee3124edcaf7da9ac3270/icon-04.jpg,,,Custom apps and integrations,,,4.9,,Contact for pricing
Lantern Sol,lanternsol,https://www.shopify.com/partners/directory/partner/lanternsol,https://partners.shopify.com/rails/active_storage/representations/redirect/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVGkDrXMISSIIcHVyBjsAVEkiDGJsb2JfaWQGOwBG--7f712053a14371b9ae7ce0487fbc93f26cff3846/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVHsIOgtmb3JtYXRJIghqcGcGOwBUOhRyZXNpemVfdG9fbGltaXRbB2kByDA6CnNhdmVyewY6DHF1YWxpdHlpV0kiCHB1cgY7AFRJIg52YXJpYXRpb24GOwBG--bf01684cbc0bbed1c9bee3124edcaf7da9ac3270/LS-blue-JPG.jpg,,,Custom apps and integrations,,,5.0,,Starting from $2500
Byte,bytedigitalcom,https://www.shopify.com/partners/directory/partner/bytedigitalcom,https://partners.shopify.com/rails/active_storage/representations/redirect/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVGkDnQcaSSIIcHVyBjsAVEkiDGJsb2JfaWQGOwBG--9708bf17a59876f196553e5fa6920472affa33b4/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVHsIOgtmb3JtYXRJIghwbmcGOwBUOhRyZXNpemVfdG9fbGltaXRbB2kByDA6CnNhdmVyewY6DHF1YWxpdHlpV0kiCHB1cgY7AFRJIg52YXJpYXRpb24GOwBG--f06b12a831eddcafd6ceeabfed87cce3e06eb0ff/Byte%20-%20Tu%CC%88rkiye%20Shopify%20Plus%20Ajans%C4%B1.png,,,Custom apps and integrations,,,5.0,,Contact for pricing
Akuna Technologies,shopifytech,https://www.shopify.com/partners/directory/partner/shopifytech,https://partners.shopify.com/rails/active_storage/representations/redirect/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVGkC8fJJIghwdXIGOwBUSSIMYmxvYl9pZAY7AEY=--e52f471e2e3e78abbe2a3ee2347ec601baa7d617/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVHsIOgtmb3JtYXRJIghwbmcGOwBUOhRyZXNpemVfdG9fbGltaXRbB2kByDA6CnNhdmVyewY6DHF1YWxpdHlpV0kiCHB1cgY7AFRJIg52YXJpYXRpb24GOwBG--f06b12a831eddcafd6ceeabfed87cce3e06eb0ff/akuna%20logo-1.png,,,Custom apps and integrations,,,5.0,,Contact for pricing
eShop Genius,kf-shopify,https://www.shopify.com/partners/directory/partner/kf-shopify,https://partners.shopify.com/rails/active_storage/representations/redirect/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVGkD1m8WSSIIcHVyBjsAVEkiDGJsb2JfaWQGOwBG--1784412cfbf849134852a102056415f6913e7c72/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVHsIOgtmb3JtYXRJIghwbmcGOwBUOhRyZXNpemVfdG9fbGltaXRbB2kByDA6CnNhdmVyewY6DHF1YWxpdHlpV0kiCHB1cgY7AFRJIg52YXJpYXRpb24GOwBG--f06b12a831eddcafd6ceeabfed87cce3e06eb0ff/BB%20LOGO%20%20(2).png,,,Custom apps and integrations,,,4.9,,Contact for pricing
eChic.com.au,kim-carruthers,https://www.shopify.com/partners/directory/partner/kim-carruthers,https://partners.shopify.com/rails/active_storage/representations/redirect/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVGkD7gABSSIIcHVyBjsAVEkiDGJsb2JfaWQGOwBG--a644a3f26fe4344f823981758bed717f296d4205/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVHsIOgtmb3JtYXRJIghKUEcGOwBUOhRyZXNpemVfdG9fbGltaXRbB2kByDA6CnNhdmVyewY6DHF1YWxpdHlpV0kiCHB1cgY7AFRJIg52YXJpYXRpb24GOwBG--1cdc0e300248177c5c6e47523042eadf55eb7700/Kim%20Carr%20Facebook.JPG,,,Custom apps and integrations,,,4.9,,Starting from $75
SolverCircle,solvercircle,https://www.shopify.com/partners/directory/partner/solvercircle,https://partners.shopify.com/rails/active_storage/representations/redirect/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVGkCeedJIghwdXIGOwBUSSIMYmxvYl9pZAY7AEY=--bfcb61c061739a1a73d29c1cd1c1e0faee8c5134/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVHsIOgtmb3JtYXRJIghwbmcGOwBUOhRyZXNpemVfdG9fbGltaXRbB2kByDA6CnNhdmVyewY6DHF1YWxpdHlpV0kiCHB1cgY7AFRJIg52YXJpYXRpb24GOwBG--f06b12a831eddcafd6ceeabfed87cce3e06eb0ff/solvercircle_logo__240X240.png,,,Custom apps and integrations,,,4.9,,Starting from $3000
Pogodan,pogodan-dev,https://www.shopify.com/partners/directory/partner/pogodan-dev,https://partners.shopify.com/rails/active_storage/representations/redirect/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVGkCKeZJIghwdXIGOwBUSSIMYmxvYl9pZAY7AEY=--9967b71c059258f7b0dfcf83dee9b0cd7b236104/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVHsIOgtmb3JtYXRJIghqcGcGOwBUOhRyZXNpemVfdG9fbGltaXRbB2kByDA6CnNhdmVyewY6DHF1YWxpdHlpV0kiCHB1cgY7AFRJIg52YXJpYXRpb24GOwBG--bf01684cbc0bbed1c9bee3124edcaf7da9ac3270/pogodan-square-600.jpg,,,Custom apps and integrations,,,5.0,,Starting from $1500
Lucent Innovation,lucentinnovation,https://www.shopify.com/partners/directory/partner/lucentinnovation,https://partners.shopify.com/rails/active_storage/representations/redirect/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVGkCnPxJIghwdXIGOwBUSSIMYmxvYl9pZAY7AEY=--695dd6442336601ab87ae590961e17b7d402cd06/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVHsIOgtmb3JtYXRJIghwbmcGOwBUOhRyZXNpemVfdG9fbGltaXRbB2kByDA6CnNhdmVyewY6DHF1YWxpdHlpV0kiCHB1cgY7AFRJIg52YXJpYXRpb24GOwBG--f06b12a831eddcafd6ceeabfed87cce3e06eb0ff/black_logo_800.png,,,Custom apps and integrations,,,4.9,,Starting from $5000
Thriftizer,thriftizer-solutions,https://www.shopify.com/partners/directory/partner/thriftizer-solutions,https://partners.shopify.com/rails/active_storage/representations/redirect/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVGkDA%2FESSSIIcHVyBjsAVEkiDGJsb2JfaWQGOwBG--489ae88d5f78ba5711cf27d79098c92780aec72d/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVHsIOgtmb3JtYXRJIghwbmcGOwBUOhRyZXNpemVfdG9fbGltaXRbB2kByDA6CnNhdmVyewY6DHF1YWxpdHlpV0kiCHB1cgY7AFRJIg52YXJpYXRpb24GOwBG--f06b12a831eddcafd6ceeabfed87cce3e06eb0ff/teaser%20Logo%20reveal.png,,,Custom apps and integrations,,,4.8,,Starting from $200
Cartmade Limited,cartmade-commerce,https://www.shopify.com/partners/directory/partner/cartmade-commerce,https://partners.shopify.com/rails/active_storage/representations/redirect/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVGkDVusWSSIIcHVyBjsAVEkiDGJsb2JfaWQGOwBG--db3ebc71a43d069231ed0c20fb0cd0e75b641fbe/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVHsIOgtmb3JtYXRJIghwbmcGOwBUOhRyZXNpemVfdG9fbGltaXRbB2kByDA6CnNhdmVyewY6DHF1YWxpdHlpV0kiCHB1cgY7AFRJIg52YXJpYXRpb24GOwBG--f06b12a831eddcafd6ceeabfed87cce3e06eb0ff/cartmade-logo.png,,,Custom apps and integrations,,,5.0,,Starting from $750
Arham Web Works,arhamwebworks,https://www.shopify.com/partners/directory/partner/arhamwebworks,https://partners.shopify.com/rails/active_storage/representations/redirect/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVGkCZ+hJIghwdXIGOwBUSSIMYmxvYl9pZAY7AEY=--2549e2385677fd1b46825687007585343967cfcb/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVHsIOgtmb3JtYXRJIghwbmcGOwBUOhRyZXNpemVfdG9fbGltaXRbB2kByDA6CnNhdmVyewY6DHF1YWxpdHlpV0kiCHB1cgY7AFRJIg52YXJpYXRpb24GOwBG--f06b12a831eddcafd6ceeabfed87cce3e06eb0ff/App_Icon-240.png,,,Custom apps and integrations,,,4.9,,Contact for pricing
DIT,ditindia,https://www.shopify.com/partners/directory/partner/ditindia,https://partners.shopify.com/rails/active_storage/representations/redirect/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVGkDA8YLSSIIcHVyBjsAVEkiDGJsb2JfaWQGOwBG--4a1325d3f20d4b573c9174b02d7a927d58957cc4/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVHsIOgtmb3JtYXRJIghqcGcGOwBUOhRyZXNpemVfdG9fbGltaXRbB2kByDA6CnNhdmVyewY6DHF1YWxpdHlpV0kiCHB1cgY7AFRJIg52YXJpYXRpb24GOwBG--bf01684cbc0bbed1c9bee3124edcaf7da9ac3270/Dit%20logo.jpg,,,Custom apps and integrations,,,4.8,,Starting from $150
Jaboo Media,willjabo,https://www.shopify.com/partners/directory/partner/willjabo,https://partners.shopify.com/rails/active_storage/representations/redirect/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVGkDZWIBSSIIcHVyBjsAVEkiDGJsb2JfaWQGOwBG--c68acbc9148cd29f20039d9d4549462bd80c6e30/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVHsIOgtmb3JtYXRJIghqcGcGOwBUOhRyZXNpemVfdG9fbGltaXRbB2kByDA6CnNhdmVyewY6DHF1YWxpdHlpV0kiCHB1cgY7AFRJIg52YXJpYXRpb24GOwBG--bf01684cbc0bbed1c9bee3124edcaf7da9ac3270/jaboo.jpg,,,Custom apps and integrations,,,5.0,,Starting from $500
H3 Technologies,h3-technologies,https://www.shopify.com/partners/directory/partner/h3-technologies,https://partners.shopify.com/rails/active_storage/representations/redirect/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVGkDwcsZSSIIcHVyBjsAVEkiDGJsb2JfaWQGOwBG--e954c847241b9c358a215be3fb51ae57d3550d86/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVHsIOgtmb3JtYXRJIghqcGcGOwBUOhRyZXNpemVfdG9fbGltaXRbB2kByDA6CnNhdmVyewY6DHF1YWxpdHlpV0kiCHB1cgY7AFRJIg52YXJpYXRpb24GOwBG--bf01684cbc0bbed1c9bee3124edcaf7da9ac3270/New%20Project%20(2).jpg,,,Custom apps and integrations,,,4.8,,Contact for pricing
Marmeto,marmeto1,https://www.shopify.com/partners/directory/partner/marmeto1,https://partners.shopify.com/rails/active_storage/representations/redirect/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVGkDJrIOSSIIcHVyBjsAVEkiDGJsb2JfaWQGOwBG--8dcc391c2d1e085067866f66b9142143079bb762/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVHsIOgtmb3JtYXRJIghwbmcGOwBUOhRyZXNpemVfdG9fbGltaXRbB2kByDA6CnNhdmVyewY6DHF1YWxpdHlpV0kiCHB1cgY7AFRJIg52YXJpYXRpb24GOwBG--f06b12a831eddcafd6ceeabfed87cce3e06eb0ff/Logo%20-%20Marmeto.png,,,Custom apps and integrations,,,4.8,,Starting from $500
"Bigfolio LLC → Hydrogen & Headless — Custom Apps, API Integrations & ERP Sync | Based in Los Angeles, California",bigfolio-llc,https://www.shopify.com/partners/directory/partner/bigfolio-llc,https://partners.shopify.com/rails/active_storage/representations/redirect/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVGkDF5kZSSIIcHVyBjsAVEkiDGJsb2JfaWQGOwBG--398482ac88cec2cb738dd911efc1194ae2876cff/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVHsIOgtmb3JtYXRJIghwbmcGOwBUOhRyZXNpemVfdG9fbGltaXRbB2kByDA6CnNhdmVyewY6DHF1YWxpdHlpV0kiCHB1cgY7AFRJIg52YXJpYXRpb24GOwBG--f06b12a831eddcafd6ceeabfed87cce3e06eb0ff/black%20bg%20green%20icon.png,,,Custom apps and integrations,,,4.9,,Contact for pricing
Sounds good agency s.r.o.,soundsgood,https://www.shopify.com/partners/directory/partner/soundsgood,https://partners.shopify.com/rails/active_storage/representations/redirect/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVGkDMDADSSIIcHVyBjsAVEkiDGJsb2JfaWQGOwBG--8011ccd11afc66e6aaa783464e296ad9fe03d7b3/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVHsIOgtmb3JtYXRJIghwbmcGOwBUOhRyZXNpemVfdG9fbGltaXRbB2kByDA6CnNhdmVyewY6DHF1YWxpdHlpV0kiCHB1cgY7AFRJIg52YXJpYXRpb24GOwBG--f06b12a831eddcafd6ceeabfed87cce3e06eb0ff/updatedIconSGA_white%20background.png,,,Custom apps and integrations,,,5.0,,Starting from $10000
Walnut,walnut-digital,https://www.shopify.com/partners/directory/partner/walnut-digital,https://partners.shopify.com/rails/active_storage/representations/redirect/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVGkDVpYXSSIIcHVyBjsAVEkiDGJsb2JfaWQGOwBG--8225ea4d5b22844a50dab68668328f27f844a709/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVHsIOgtmb3JtYXRJIghwbmcGOwBUOhRyZXNpemVfdG9fbGltaXRbB2kByDA6CnNhdmVyewY6DHF1YWxpdHlpV0kiCHB1cgY7AFRJIg52YXJpYXRpb24GOwBG--f06b12a831eddcafd6ceeabfed87cce3e06eb0ff/Group%2037671.png,,,Custom apps and integrations,,,5.0,,Contact for pricing
Eastside®,shopifybuilder,https://www.shopify.com/partners/directory/partner/shopifybuilder,https://partners.shopify.com/rails/active_storage/representations/redirect/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVGkDg3EXSSIIcHVyBjsAVEkiDGJsb2JfaWQGOwBG--463f35b8e3b5d904544f40d3fb42599a6b3b87af/BAh7BkkiC19yYWlscwY6BkVUewdJIglkYXRhBjsAVHsIOgtmb3JtYXRJIghwbmcGOwBUOhRyZXNpemVfdG9fbGltaXRbB2kByDA6CnNhdmVyewY6DHF1YWxpdHlpV0kiCHB1cgY7AFRJIg52YXJpYXRpb24GOwBG--f06b12a831eddcafd6ceeabfed87cce3e06eb0ff/ESC-PINK%20(2).png,,,Custom apps and integrations,,,4.9,,Starting from $10000
